1.1. 不住寂靜法則
為獲得如實知見，必須具備並實踐以下十三種要素：
- 求師
- 修學
- 瑜伽行
- 欲
- 努力
- 不退轉
- 熱誠
- 精進
- 不拔
- 正念
- 正心
- 不放逸
209.3. 法則之普遍適用性
209.3.1 上述法則同樣適用於對四聖諦的認知。

210.1. 現觀成就之核心法則
210.1.1 苦滅與苦存之比例法則
- 已滅除之苦蘊數量極為龐大，殘存之苦蘊數量極為稀少。
- 已滅之苦與殘存之苦相比，前者是後者的百倍、千倍乃至百千倍所不能及。
210.1.2 現觀成就者之比較法則
- 證得現觀之聖弟子，其所滅之苦遠多於未證者。
- 其成就與僅達極七返生者相比，利益遠超百倍、千倍乃至百千倍。
210.2. 現觀成就之具體利益
210.2.1 法現觀之大利
- 證得法現觀與得法眼淨具有極大利益。
210.3. 聖弟子之特質
- 見具足。
- 已達現觀。

211.1. 認知的基本構成元素
211.1.1 內在的六類感知元素
- 眼、耳、鼻、舌、身、意，這六種感知能力。
211.1.2 外在的六類感知對象
- 色、聲、香、味、觸、法，這六種外在對象。
211.1.3 六類識別作用
- 由感知能力與其對應對象接觸而產生的眼識、耳識、鼻識、舌識、身識、意識。
211.2. 認知活動的生成法則
211.2.1 從感知元素到接觸
- 不同的感知元素（六根與六境）相遇，會產生與之對應的不同接觸（觸）。
211.2.2 從接觸到感受
- 由不同的接觸，會產生不同的感受（受）。
211.2.3 從感受到心理活動
- 由不同的感受，會引發不同的心理意向（思惟）。
- 由不同的心理意向，會產生不同的欲望（欲）。
- 由不同的欲望，會引發不同的執著（熱）。
- 由不同的執著，會導致不同的追求（求）。
- 由不同的追求，最終會導致不同的獲取與執取（得）。
211.3. 認知活動的單向性法則
211.3.1 後續環節不產生前行環節
- 由感知元素能產生接觸，但由接觸不能產生感知元素。
- 由接觸能產生感受，但由感受不能產生接觸。
- 由感受能產生後續的心理活動，但後續的心理活動（欲、熱、求、得）不能產生其前行的環節（受、觸、思惟、想）。
211.3.2 法則的普遍應用
- 此單向性法則普遍適用於所有六種感知領域（色、聲、香、味、觸、法）。例如：緣於色界產生色想，但緣於色想不會產生色界；緣於法求產生法得，但緣於法得不會產生法求。

212.1. 七界總說
- 存在七種境界：光界、淨界、空無邊處界、識無邊處界、無所有處界、非想非非想處界、想受滅界。
212.2. 七界的認知法則
- 所有境界皆透過對比或超越其直接對立或前序的境界而得以認知。
212.2.1 各境界的認知依據
- 光界：依賴黑暗而得知。
- 淨界：依賴不淨而得知。
- 空無邊處界：依賴色而得知。
- 識無邊處界：依賴空無邊處而得知。
- 無所有處界：依賴識無邊處而得知。
- 非想非非想處界：依賴無所有處而得知。
- 想受滅界：依賴滅而得知。
212.3. 七界的證得途徑
- 不同境界需透過不同的專注方法才能到達。
212.3.1 各境界的證得方法
- 光界、淨界、空無邊處界、識無邊處界、無所有處界：依「想等至」可達。
- 非想非非想處界：依「行有餘等至」可達。
- 想受滅界：依「滅盡等至」可達。

213.1. 覺念生起的法則
一切覺念的產生皆有原因，不會無因而生。
213.2. 念頭的發展過程
213.2.1 發展階段
- 接觸相應境界，產生想法
- 引發思惟
- 形成意願
- 增長熱忱
- 導致追求
213.2.2 念頭類型
- 不善念：欲求、瞋恨、傷害
- 善念：出離、不瞋、不害
213.3. 行為影響
213.3.1 凡夫行為
- 缺乏正見
- 追求不善念
- 透過身體、語言、意念做出錯誤行為
213.3.2 聖弟子行為
- 具備正見
- 追求善念
- 透過身體、語言、意念實踐正確行為
213.4. 對治念頭的法則
213.4.1 核心原則
不正當念頭生起時，必須立即捨棄、排除、摧毀、消滅。
213.4.2 實踐結果
- 立即對治：當下安住安樂，無煩擾憂愁；生命結束後導向善的歸處
- 不能對治：當下處於痛苦，有煩擾憂愁；生命結束後導向惡的歸處

214.1. 心識境界決定生命表現之法則
214.1.1 根本法則
- 心識狀態決定思想、見解與感知的層次
- 不同層次的心識產生相應層次的生命表現
214.1.2 三境界對應法則
- 低劣心識產生低劣思想、言語與生命形態
- 中等心識產生中等思想、言語與生命形態
- 殊勝心識產生殊勝思想、言語與生命形態
214.2. 境界表現之具體要素
214.2.1 共通表現範疇
- 想法、見解與感知
- 思維、願望與志向
- 語言表達
- 行為表現
- 生命形態
214.2.2 無明境界影響
- 無明是廣大而根本的心識境界
- 無明境界影響所有層次的心識表現

215.1. 意志趨同法則總綱
   眾生的本質與其意志品質相對應的群體相互連結、相互融合。
215.2. 法則於三世之體現
- 意志低劣的眾生，與意志低劣的群體相互連結、融合。
- 意志善良的眾生，與意志善良的群體相互連結、融合。

216.1. 眾生聚合的法則
216.1.1 法則的核心陳述
- 眾生依據其意志本質而相互聚集結合。
216.1.2 法則的普遍適用性
- 此聚合法則普遍適用於一切時間。

217.1. 心念相應總則
   眾生皆依其心念本質相互連結聚合，相同性質的心念必然相互吸引結合。
217.2. 心念本質與特性
217.2.1 劣質心念
       - 表現為低下、污穢的意志狀態
       - 具有相互污染、墮落的特性
217.2.2 善質心念
       - 表現為純淨、清淨的意志狀態
       - 具有相互提升、淨化的特性
217.3. 三世普遍法則
   - 過去、現在、未來三世中，相同性質的心念皆相互結合
   - 劣意志與劣意志相應結合
   - 善意志與善意志相應結合
217.4. 修行實踐要點
217.4.1 精進根本
       - 懈怠將導致沉淪，即使原本清淨也會被污染
       - 精進是保持清淨生命的根本保障
217.4.2 修行方法
       - 遠離懈怠與懶散
       - 專注於禪修思惟
       - 常與賢德者共住共修
       - 持續保持精進不懈

218.1. 心性相應的根本法則
218.1.1 法則定義
- 眾生的存在狀態與其心性特質密切相關
- 相同性質的心性特質會相互吸引、聚集
- 這一法則適用於所有時間維度
218.2. 心性特質的分類與相應表現
218.2.1 負面特質清單
- 不信：缺乏信仰與信心
- 無慚：缺乏內在的羞恥心
- 無愧：缺乏對他人的愧疚感
- 少聞：聽聞正法稀少
- 懈怠：懶惰不精進
- 妄念：錯誤的念頭
- 惡慧：錯誤的智慧見解
218.2.2 正面特質清單
- 信：堅定的信仰與信心
- 慚：內在的羞恥心
- 愧：對他人的愧疚感
- 多聞：廣泛聽聞正法
- 精勤：勤奮努力
- 正念：正確的念頭
- 持慧：正確的智慧見解
218.2.3 相應表現
- 具有相同心性特質者會相互應和
- 同類特質之間相互強化
- 形成相應的生命狀態
218.3. 三世相應的普遍性
218.3.1 時間維度的應用
- 過去、現在、未來世的眾生都遵循此相應法則
218.3.2 法則的恆常性
- 心性相應的法則不受時間影響
- 無論任何時代，相同特質必然相應
- 這一規律是普遍存在的真理

219.1. 心性聚合通則
眾生皆與其心性特質相應聚合，具有相同特質者相互吸引、共同存在。
219.2. 心性特質對應關係
219.2.1 負面特質相應
- 不信者
- 無慚者
- 少聞者
- 懈怠者
- 妄念者
- 惡慧者
219.2.2 正面特質相應
- 信者
- 慚者
- 愧者
- 多聞者
- 精勤者
- 正念者
- 持慧者
219.3. 三世普遍法則
過去、現在、未來三世眾生皆遵循心性相應法則，依其特質相互聚合。

220.1. 心性相應基本法則
220.1.1 負面特質的相應關係
- 無慚與無慚相互關聯、和合
- 無愧與無愧相互關聯、和合
- 惡慧與惡慧相互關聯、和合
220.1.2 正面特質的相應關係
- 慚與慚相互關聯、和合
- 愧與愧相互關聯、和合
- 持慧與持慧相互關聯、和合
220.2. 特質組合的相應規律
220.2.1 無慚組合的相應特質
- 無慚與少聞、惡慧相互關聯、和合
- 無慚與懈怠、惡慧相互關聯、和合
- 無慚與妄念、惡慧相互關聯、和合
220.2.2 慚組合的相應特質
- 慚與多聞、持慧相互關聯、和合
- 慚與精勤、持慧相互關聯、和合
- 慚與正念、持慧相互關聯、和合
220.3. 時間維度的普遍適用
220.3.1 時間中的相應法則
- 過去世的心性特質遵循相應法則
- 未來世的心性特質遵循相應法則
- 現在世的心性特質遵循相應法則

221.1. 心性相應根本法則
眾生皆與其心性特質相應連結，同類特質相互吸引、共同存在。
221.1.1 三組核心心性對應關係
- 無慚者與無慚者相應，少聞者與少聞者相應，惡慧者與惡慧者相應
- 有慚者與有慚者相應，多聞者與多聞者相應，持慧者與持慧者相應
221.1.2 時間普遍性原則
此相應法則普遍存在於過去世、未來世與現在世。

222.1. 心性相應之普遍法則
222.1.1 法則定義
- 眾生皆與其心性特質相類者相和合，此法則普遍存在於過去世、現在世與未來世。
222.2. 心性特質的分類與相應
222.2.1 特質相應類型
- 少聞者、懈怠者、惡慧者、妄念者皆各自與同類相和合。
- 多聞者、精勤者、持慧者、正念者皆各自與同類相和合。

223.1. 心性與界域相合的法則
223.1.1 法則概述
- 眾生的心性狀態會與性質相同的界域相互關聯、結合。
- 此關聯性普遍存在於過去、現在與未來一切時態。
223.1.2 具體對應關係
- 懈怠的心性會與懈怠的界域結合。
- 妄念的心性會與妄念的界域結合。
- 惡慧的心性會與惡慧的界域結合。
- 精勤的心性會與精勤的界域結合。
- 正念的心性會與正念的界域結合。
- 持慧的心性會與持慧的界域結合。
223.2. 法則的普遍性
- 此關聯法則在過去世完全適用。
- 此關聯法則在未來世完全適用。
- 此關聯法則在現在世完全適用。

224.1. 心性相應的基本法則
眾生會與心性特質相同的對象相互關連、聚集結合。
224.2. 善惡心性的相應表現
224.2.1 負面心性的相應
- 不信者、無慚者、無愧者、不寂靜者、惡慧者、惡戒者與相同特質者相聚合
224.2.2 正面心性的相應
- 信者、慚者、愧者、寂靜者、持慧者、持戒者與相同特質者相聚合
224.3. 行為業道的相應關係
224.3.1 惡業行為的相應
- 殺生者、不與取者、邪欲行者、妄語者、離間語者、粗語者、綺語者、飲酒者與相同行為者相聚合
224.3.2 善業行為的相應
- 斷殺生者、斷不與取者、斷邪欲行者、斷妄語者、斷離間語者、斷粗語者、斷綺語者、斷飲酒者與相同行為者相聚合
224.4. 根本心念的相應
224.4.1 負面心念的相應
- 多貪者、瞋恚心者、邪見者與相同心念者相聚合
224.4.2 正面心念的相應
- 無貪者、無瞋恚心者、正見者與相同心念者相聚合
224.5. 修行道支的相應
224.5.1 邪道支的相應
- 邪見、邪思、邪語、邪業、邪命、邪精進、邪念、邪定、邪智、邪解脫與相同道支者相聚合
224.5.2 正道支的相應
- 正見、正思、正語、正業、正命、正精進、正念、正定、正智、正解脫與相同道支者相聚合

225.1. 四界基本定義
- 構成物質世界的基本元素有四種：地界、水界、火界、風界。
225.2. 三種本質通則
225.2.1 吸引力（味）
- 緣於任何一界生起的快樂與歡喜，即是該界的吸引力。
225.2.2 危害性（禍）
- 任何一界是無常、苦、會變易的法，即是該界的危害性。
225.2.3 超越方法（出離）
- 對任何一界的欲貪進行調伏與捨離，即是該界的超越方法。
225.3. 認知決定解脫
- 若能對四界三質如實知曉，則能成就無上正覺，達到心解脫不動、不再有後有。
- 若不能對四界三質如實知曉，則不能成就無上正覺，無法從生死中解脫。
225.4. 眾生流轉關鍵
- 因四界有吸引力，眾生會貪求。
- 因四界有危害性，眾生會厭離。
- 因四界有超越方法，眾生能出離。
- 不知三質則不解脫。
225.5. 苦樂引發執著
- 四界顯現樂時，眾生便貪著。
- 四界顯現苦時，眾生便厭離。
225.6. 隨喜等同繫縛
- 對四界隨喜即是對苦隨喜，不能解脫。
- 對四界不隨喜即是對苦不隨喜，則能解脫。
225.7. 生滅即苦生滅
- 四界的生起、存續、再生與顯現，即是苦的生起、貪的存續與老死的顯現。
- 四界的息滅、靜止與絕滅，即是苦的息滅、貪的靜止與老死的絕滅。
225.8. 修行真偽標準
- 不知四界三質者非真修行者，不能親證真理。
- 知四界三質者是真修行者，能親證真理。
225.9. 圓滿認知要素
- 對每一界的完整認知必須包括：知曉本質、生起原因、息滅方法、導向息滅的實踐途徑。

226.1. 輪迴的本質
